Timestamp,User,Action,Doc Tracer #,Details,Routing Tracker #
5/29/2026 7:31:18,Unknown user,Updated document,Z5HJ,VMP-MM-01-000-013E-6,"{""Status"":{""from"":""Routing"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Othy"",""to"":""Isaiah""},""Date Sent"":{""from"":""2026-05-15"",""to"":""2026-05-29""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-28T23:31:17.962Z""}}"
5/29/2026 7:42:28,Unknown user,Updated document,VIEV,VMP-EQ-01-000-059R-3.1,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-28"",""to"":""2026-05-28T23:42:27.526Z""}}"
5/29/2026 7:43:09,Unknown user,Updated document,J655,VMP-CS-06-004R.1,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Jon""},""Updated At"":{""from"":""2026-05-28"",""to"":""2026-05-28T23:43:08.036Z""}}"
5/29/2026 8:24:50,Unknown user,Updated document,D9RO,VMP-MM-02-000-075R-12,"{""Status"":{""from"":""Cancelled"",""to"":""Routing""},""Sent/Routing To"":{""from"":""Isaiah"",""to"":""Nadia""},""Date Sent"":{""from"":""2026-04-22"",""to"":""2026-04-29""},""Updated At"":{""from"":""2026-05-02"",""to"":""2026-05-29T00:24:49.380Z""},""Updated By"":{""from"":""carlolidres@gmail.com"",""to"":""Unknown user""}}"
5/29/2026 8:31:12,Unknown user,Updated document,C52I,VMP-MM-01-000-301I (1),"{""Sent/Routing To"":{""from"":""Nadia"",""to"":""Jon""},""Date Sent"":{""from"":""2026-05-28"",""to"":""2026-05-29""},""Updated At"":{""from"":""2026-05-28"",""to"":""2026-05-29T00:31:12.201Z""}}"
5/29/2026 8:40:51,Unknown user,Updated document,VIEV,VMP-EQ-01-000-059R-3.1,"{""Status"":{""from"":""Routing"",""to"":""For Scanning""},""Sent/Routing To"":{""from"":""Fong"",""to"":""Carl""},""Date Sent"":{""from"":""2026-05-28"",""to"":""2026-05-29""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T00:40:50.654Z""}}"
5/29/2026 8:41:22,Unknown user,Added registry value,,,Status: Done
5/29/2026 8:42:23,Unknown user,Updated document,J655,VMP-CS-06-004R.1,"{""Status"":{""from"":""Routing"",""to"":""For Scanning""},""Sent/Routing To"":{""from"":""Jon"",""to"":""Carl""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T00:42:22.507Z""}}"
5/29/2026 8:44:02,Unknown user,Updated document,X3DS,VMP-MM-01-000-189P-4,"{""Sent/Routing To"":{""from"":""Kitel"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T00:44:01.580Z""}}"
5/29/2026 9:34:44,carlolidres@gmail.com,Updated document,VIEV,VMP-EQ-01-000-059R-3.1,"{""Status"":{""from"":""For Scanning"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Carl"",""to"":""Isaiah""},""Remarks"":{""from"":"""",""to"":""for Filing""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T01:34:43.604Z""},""Updated By"":{""from"":""Unknown user"",""to"":""carlolidres@gmail.com""}}"
5/29/2026 9:35:37,carlolidres@gmail.com,Updated document,J655,VMP-CS-06-004R.1,"{""Equipment/Product"":{""from"":""OPENLAB LC#7"",""to"":""OPENLAB CDS (LC#27)""},""Status"":{""from"":""For Scanning"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Carl"",""to"":""Isaiah""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T01:35:37.096Z""},""Updated By"":{""from"":""Unknown user"",""to"":""carlolidres@gmail.com""}}"
5/29/2026 9:59:45,Unknown user,Updated document,K2L7,VMP-MM-01-000-270P-2,"{""Sent/Routing To"":{""from"":""Fong"",""to"":""Jon""},""Date Sent"":{""from"":""2026-05-07"",""to"":""2026-05-05""},""Updated At"":{""from"":""2026-05-26"",""to"":""2026-05-29T01:59:44.385Z""}}"
5/29/2026 10:00:06,carlolidres@gmail.com,Updated document,K2L7,VMP-MM-01-000-270P-2,"{""Date Sent"":{""from"":""2026-05-05"",""to"":""2026-05-26""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T02:00:05.503Z""},""Updated By"":{""from"":""Unknown user"",""to"":""carlolidres@gmail.com""}}"
5/29/2026 10:40:40,Unknown user,Updated document,A37F,VMP-MM-01-000-189P-7,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-28"",""to"":""2026-05-29T02:40:39.955Z""}}"
5/29/2026 10:46:39,Unknown user,Updated document,C52I,VMP-MM-01-000-301I (1),"{""Sent/Routing To"":{""from"":""Jon"",""to"":""Angela""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T02:46:38.723Z""}}"
5/29/2026 10:47:06,Unknown user,Updated document,A37F,VMP-MM-01-000-189P-7,"{""Sent/Routing To"":{""from"":""Fong"",""to"":""Angela""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T02:47:05.897Z""}}"
5/29/2026 10:55:59,Unknown user,Updated document,C52I,VMP-MM-01-000-301I (1),"{""Status"":{""from"":""Routing"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Angela"",""to"":""Isaiah""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T02:55:58.325Z""}}"
5/29/2026 10:57:06,Unknown user,Updated document,A37F,VMP-MM-01-000-189P-7,"{""Status"":{""from"":""Routing"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Angela"",""to"":""Isaiah""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T02:57:05.431Z""}}"
5/29/2026 13:35:09,carlolidres@gmail.com,Updated document,D9RO,VMP-MM-02-000-075R-12,"{""Status"":{""from"":""Routing"",""to"":""Sent""},""Sent/Routing To"":{""from"":""Nadia"",""to"":""Client""},""Remarks"":{""from"":""Returned due to ongoing investigation as per Ma'am Fong and Ma'am Nadia, retuned 22 April 2026"",""to"":""for client approval""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T05:35:08.901Z""},""Updated By"":{""from"":""Unknown user"",""to"":""carlolidres@gmail.com""}}"
5/29/2026 14:00:28,carlolidres@gmail.com,Updated document,31TJ,VMP-MM-01-000-264P-3,"{""Status"":{""from"":""Routing"",""to"":""Sent""},""Sent/Routing To"":{""from"":""Fong"",""to"":""Client""},""Date Sent"":{""from"":"""",""to"":""2026-05-29""},""Remarks"":{""from"":"""",""to"":""Sent to Hannah, for client approval.""},""Updated At"":{""from"":""2026-05-20"",""to"":""2026-05-29T06:00:27.813Z""},""Updated By"":{""from"":""Unknown user"",""to"":""carlolidres@gmail.com""}}"
5/29/2026 15:11:12,Unknown user,Updated document,7VBQ,VMP-MM-01-000-151E-5,"{""Sent/Routing To"":{""from"":""Fong"",""to"":""Kitel""},""Date Sent"":{""from"":""2026-05-22"",""to"":""2026-05-29""},""Updated At"":{""from"":""2026-05-22"",""to"":""2026-05-29T07:11:11.389Z""}}"
5/29/2026 15:42:46,carlolidres@gmail.com,Updated document,VAP0,VMP-MM-02-000-092P-6,"{""Sent/Routing To"":{""from"":""Isaiah"",""to"":""Client""},""Date Sent"":{""from"":""2026-05-14"",""to"":""2026-05-29""},""Remarks"":{""from"":"""",""to"":""Sent to Hannah for client approval""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-29T07:42:45.818Z""},""Updated By"":{""from"":""Unknown user"",""to"":""carlolidres@gmail.com""}}"
5/29/2026 15:48:48,Unknown user,Updated document,1JWY,VMP-MM-11-000-002P-2,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T07:48:48.151Z""}}"
5/29/2026 15:50:01,Unknown user,Updated document,ESE5,VMP-MM-11-000-002P-3,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T07:50:00.479Z""}}"
5/29/2026 15:55:26,carlolidres@gmail.com,Updated document,VAP0,VMP-MM-02-000-092P-6,"{""Status"":{""from"":""In EDMS"",""to"":""Routing""},""Sent/Routing To"":{""from"":""Client"",""to"":""Carl""},""Remarks"":{""from"":""Sent to Hannah for client approval"",""to"":""will revies the protocol to add criticality of defects based on client's comments""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T07:55:25.572Z""}}"
5/29/2026 16:25:33,Unknown user,Updated document,JSGX,VMP-MM-11-000-008P-3,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T08:25:32.502Z""}}"
5/29/2026 16:25:55,Unknown user,Updated document,X5C2,VMP-MM-11-000-008P-4,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T08:25:54.874Z""}}"
5/29/2026 16:26:54,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T08:26:54.278Z""}}"
5/29/2026 16:27:15,Unknown user,Updated document,H138,VMP-MM-11-000-007P-5,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T08:27:14.761Z""}}"
5/29/2026 17:21:00,carlolidres@gmail.com,Added registry value,,,Sent / Routing: Hannah
5/29/2026 17:21:37,carlolidres@gmail.com,Updated document,VAP0,VMP-MM-02-000-092P-6,"{""Status"":{""from"":""Routing"",""to"":""Sent""},""Sent/Routing To"":{""from"":""Carl"",""to"":""Hannah""},""Remarks"":{""from"":""will revies the protocol to add criticality of defects based on client's comments"",""to"":""sent to Hannah for client approval c/o Carl""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-29T09:21:36.541Z""}}"
6/1/2026 7:18:59,Unknown user,Created document,6YFQ,VMP-CM-00-000-035P,New document routing record created.
6/1/2026 7:26:42,Unknown user,Updated document,1JWY,VMP-MM-11-000-002P-2,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Date Sent"":{""from"":""2026-05-29"",""to"":""2026-06-01""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-31T23:26:41.711Z""}}"
6/1/2026 7:27:01,Unknown user,Updated document,ESE5,VMP-MM-11-000-002P-3,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Date Sent"":{""from"":""2026-05-29"",""to"":""2026-06-01""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-31T23:27:00.527Z""}}"
6/1/2026 7:27:28,Unknown user,Updated document,JSGX,VMP-MM-11-000-008P-3,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Date Sent"":{""from"":""2026-05-29"",""to"":""2026-06-01""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-31T23:27:27.739Z""}}"
6/1/2026 7:27:48,Unknown user,Updated document,X5C2,VMP-MM-11-000-008P-4,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Date Sent"":{""from"":""2026-05-29"",""to"":""2026-06-01""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-31T23:27:48.139Z""}}"
6/1/2026 7:28:03,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Date Sent"":{""from"":""2026-05-29"",""to"":""2026-06-01""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-31T23:28:02.680Z""}}"
6/1/2026 7:28:22,Unknown user,Updated document,H138,VMP-MM-11-000-007P-5,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Date Sent"":{""from"":""2026-05-29"",""to"":""2026-06-01""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-31T23:28:22.383Z""}}"
6/1/2026 7:29:10,Unknown user,Updated document,X3DS,VMP-MM-01-000-189P-4,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-05-31T23:29:09.843Z""}}"
6/1/2026 7:57:41,Unknown user,Updated document,L7XO,VMP-MM-01-000-289P,"{""Sent/Routing To"":{""from"":""Rev"",""to"":""Cara""},""Date Sent"":{""from"":""2026-05-07"",""to"":""2026-06-01""},""Updated At"":{""from"":""2026-05-07"",""to"":""2026-05-31T23:57:40.817Z""}}"
6/1/2026 7:58:44,Unknown user,Updated document,6YFQ,VMP-CM-00-000-035P,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-06-01"",""to"":""2026-05-31T23:58:43.348Z""}}"
6/1/2026 8:30:51,Unknown user,Updated document,K2L7,VMP-MM-01-000-270P-2,"{""Status"":{""from"":""Routing"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Jon"",""to"":""Isaiah""},""Date Sent"":{""from"":""2026-05-26"",""to"":""2026-06-01""},""Updated At"":{""from"":""2026-05-29"",""to"":""2026-06-01T00:30:50.788Z""},""Updated By"":{""from"":""carlolidres@gmail.com"",""to"":""Unknown user""}}"
6/1/2026 14:08:55,carlolidres@gmail.com,Updated document,RZU2,SMF-005 Rev. 15,"{""Status"":{""from"":""Routing"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Fong"",""to"":""Carl""},""Date Sent"":{""from"":""2026-05-26"",""to"":""2026-06-01""},""Updated At"":{""from"":""2026-05-26"",""to"":""2026-06-01T06:08:54.829Z""}}"
6/1/2026 17:21:04,carlolidres@gmail.com,Updated document,L7XO,VMP-MM-01-000-289P,"{""Status"":{""from"":""Sent"",""to"":""Routing""},""Target Completion Date"":{""from"":""2026-05-08"",""to"":""2026-06-02""},""Remarks"":{""from"":""Sent to Rev for client approval 05/07/2026"",""to"":""Re-route due to revision as per client comment""},""Updated At"":{""from"":""2026-06-01"",""to"":""2026-06-01T09:21:04.072Z""},""Updated By"":{""from"":""Unknown user"",""to"":""carlolidres@gmail.com""}}"
6/2/2026 19:51:27,carlolidres@gmail.com,Updated document,L7XO,VMP-MM-01-000-289P,"IL-Tag was set to ""n/a"". Signatories Tracker was set to updated. Updated by carlolidres@gmail.com on 02 Jun 2026 07:51 PM."
6/2/2026 19:51:52,carlolidres@gmail.com,Signed routing signatory,L7XO,VMP-MM-01-000-289P,"Signatory #1 ""Cara"" was marked signed by carlolidres@gmail.com on 02 Jun 2026 07:51 PM. Signatory #1 ""Cara"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Nadia"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-02 19:51:51"". The document was forwarded to ""Nadia"" by carlolidres@gmail.com on 02 Jun 2026 07:51 PM."
6/2/2026 19:52:19,carlolidres@gmail.com,Signed routing signatory,L7XO,VMP-MM-01-000-289P,"Signatory #2 ""Nadia"" was marked signed by carlolidres@gmail.com on 02 Jun 2026 07:52 PM. Signatory #2 ""Nadia"" status changed from ""Active"" to ""Signed"". Signatory #3 ""Kitel"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-02 19:52:19"". The document was forwarded to ""Kitel"" by carlolidres@gmail.com on 02 Jun 2026 07:52 PM."
6/3/2026 7:56:14,Unknown user,Created document,krkG,VMP-MM-00-000-077P-5,"Document tracker ""krkG"" was created by Unknown user on 03 Jun 2026 07:56 AM."
6/3/2026 8:00:44,Unknown user,Created document,Ct6u,VMP-MM-00-000-077P-4,"Document tracker ""Ct6u"" was created by Unknown user on 03 Jun 2026 08:00 AM."
6/3/2026 8:03:37,Unknown user,Created document,2sgt,VMP-MM-00-000-076P-5,"Document tracker ""2sgt"" was created by Unknown user on 03 Jun 2026 08:03 AM."
6/3/2026 8:06:37,Unknown user,Created document,zEvB,VMP-MM-00-000-076P-6,"Document tracker ""zEvB"" was created by Unknown user on 03 Jun 2026 08:06 AM."
6/3/2026 8:07:49,Unknown user,Updated document,zEvB,VMP-MM-00-000-076P-6,"Report/protocol was set to ""Val. Protocol"". Client name was set to ""Bayer Philippines, Inc. – Pharma Division"". Department was set to ""CO"". Prepared by was set to ""ADF & CML"". Date prepared was set to ""2026-06-03"". Checked by was set to ""SBA"". Date checked was set to ""2026-06-03"". Updated by Unknown user on 03 Jun 2026 08:07 AM."
6/3/2026 8:08:31,Unknown user,Updated document,krkG,VMP-MM-00-000-077P-5,"Report/protocol was set to ""Val. Protocol"". Updated by Unknown user on 03 Jun 2026 08:08 AM."
6/3/2026 8:09:01,Unknown user,Updated document,Ct6u,VMP-MM-00-000-077P-4,"Report/protocol was set to ""Val. Protocol"". Updated by Unknown user on 03 Jun 2026 08:09 AM."
6/3/2026 8:09:34,Unknown user,Updated document,2sgt,VMP-MM-00-000-076P-5,"Report/protocol was set to ""Val. Protocol"". Updated by Unknown user on 03 Jun 2026 08:09 AM."
6/3/2026 8:23:26,Unknown user,Updated document,69DN,VMP-MM-01-000-179P-5.1,"IL-Tag was set to ""n/a"". Sent/Routing To was changed from ""Kitel"" to ""Ron"". Date sent was changed from ""2026-05-29"" to ""2026-06-03"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 03 Jun 2026 08:23 AM."
6/3/2026 8:24:32,Unknown user,Updated document,XBQU,VMP-MM-01-000-300I (3),"IL-Tag was set to ""n/a"". Sent/Routing To was changed from ""Kitel"" to ""Fong"". Date sent was changed from ""2026-05-21"" to ""2026-06-03"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 03 Jun 2026 08:24 AM."
6/3/2026 8:25:34,Unknown user,Updated document,7VBQ,VMP-MM-01-000-151E-5,"IL-Tag was set to ""n/a"". Sent/Routing To was changed from ""Kitel"" to ""Ernz"". Date sent was changed from ""2026-05-29"" to ""2026-06-03"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 03 Jun 2026 08:25 AM."
6/3/2026 8:29:25,Unknown user,Created document,KIud,EV,"Document tracker ""KIud"" was created by Unknown user on 03 Jun 2026 08:29 AM."
6/3/2026 8:30:28,Unknown user,Updated document,L7XO,VMP-MM-01-000-289P,"IL-Tag was set to ""n/a"". Status was changed from ""Routing"" to ""Sent"". Sent/Routing To was changed from ""Fong"" to ""Client"". Signatories Tracker was set to updated. Updated by Unknown user on 03 Jun 2026 08:30 AM."
6/3/2026 8:32:28,Unknown user,Updated document,XIX9,APR-2026-044,"IL-Tag was set to ""n/a"". Status was changed from ""Routing"" to ""In EDMS"". Sent/Routing To was changed from ""Fong"" to ""Timi"". Remarks was set to ""Care of Timi"". Signatories Tracker was set to updated. Updated by Unknown user on 03 Jun 2026 08:32 AM."
6/3/2026 8:33:35,Unknown user,Updated document,513T,APR-2026-038,"IL-Tag was set to ""n/a"". Status was changed from ""Routing"" to ""In EDMS"". Sent/Routing To was changed from ""Fong"" to ""Timi"". Remarks was set to ""Care of Timi"". Signatories Tracker was set to updated. Updated by Unknown user on 03 Jun 2026 08:33 AM."
6/3/2026 9:21:32,carlolidres@gmail.com,Updated document,L7XO,VMP-MM-01-000-289P,"Equipment/Product was changed from ""Calci-aid"" to ""Calci-Aid 500 mg Softgel Capsule  (CAID)"". Updated by carlolidres@gmail.com on 03 Jun 2026 09:21 AM."
6/3/2026 9:22:25,carlolidres@gmail.com,Updated document,L7XO,VMP-MM-01-000-289P,"Date sent was changed from ""2026-06-02"" to ""2026-06-03"". Remarks was changed from ""Re-route due to revision as per client comment"" to ""Sent to Rev for client approval, c/o Carl"". Updated by carlolidres@gmail.com on 03 Jun 2026 09:22 AM."
6/3/2026 9:45:13,Unknown user,Updated document,L7XO,VMP-MM-01-000-289P,"Checked by was changed from ""LAL"" to ""CML"". Updated by Unknown user on 03 Jun 2026 09:45 AM."
6/3/2026 11:39:00,carlolidres@gmail.com,Updated document,7VBQ,VMP-MM-01-000-151E-5,"Status was changed from ""Routing"" to ""Sent"". Remarks was changed from ""n/a"" to ""For implementation of endorsement"". Updated by carlolidres@gmail.com on 03 Jun 2026 11:38 AM."
6/3/2026 13:03:36,Unknown user,Updated document,L7XO,VMP-MM-01-000-289P,"Sent/Routing To was changed from ""Client"" to ""Isaiah"". Updated by Unknown user on 03 Jun 2026 01:03 PM."
6/3/2026 13:21:08,carlolidres@gmail.com,Created document,Mc6G,APR-2026-039,"Document tracker ""Mc6G"" was created by carlolidres@gmail.com on 03 Jun 2026 01:21 PM."
6/3/2026 14:44:40,Unknown user,Created document,l7d5,VMP-MM-00-000-046R-7,"Document tracker ""l7d5"" was created by Unknown user on 03 Jun 2026 02:44 PM."
6/4/2026 8:32:02,Unknown user,Signed routing signatory,krkG,VMP-MM-00-000-077P-5,"Signatory #1 ""Steve"" was marked signed by Unknown user on 04 Jun 2026 08:32 AM. Signatory #1 ""Steve"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Cara"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-04 08:32:01"". The document was forwarded to ""Cara"" by Unknown user on 04 Jun 2026 08:32 AM."
6/4/2026 8:32:48,Unknown user,Signed routing signatory,Ct6u,VMP-MM-00-000-077P-4,"Signatory #1 ""Steve"" was marked signed by Unknown user on 04 Jun 2026 08:32 AM. Signatory #1 ""Steve"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Cara"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-04 08:32:48"". The document was forwarded to ""Cara"" by Unknown user on 04 Jun 2026 08:32 AM."
6/4/2026 8:33:33,Unknown user,Signed routing signatory,2sgt,VMP-MM-00-000-076P-5,"Signatory #1 ""Steve"" was marked signed by Unknown user on 04 Jun 2026 08:33 AM. Signatory #1 ""Steve"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Cara"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-04 08:33:33"". The document was forwarded to ""Cara"" by Unknown user on 04 Jun 2026 08:33 AM."
6/4/2026 8:34:22,Unknown user,Signed routing signatory,zEvB,VMP-MM-00-000-076P-6,"Signatory #1 ""Steve"" was marked signed by Unknown user on 04 Jun 2026 08:34 AM. Signatory #1 ""Steve"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Cara"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-04 08:34:22"". The document was forwarded to ""Cara"" by Unknown user on 04 Jun 2026 08:34 AM."
6/4/2026 12:51:06,carlolidres@gmail.com,Updated document,69DN,VMP-MM-01-000-179P-5.1,Signatories Tracker was changed from updated to updated. Updated by carlolidres@gmail.com on 04 Jun 2026 12:51 PM.
6/4/2026 13:02:41,Unknown user,Updated document,Mc6G,APR-2026-039,"Date sent was changed from ""2026-06-03"" to ""2026-06-04"". Updated by Unknown user on 04 Jun 2026 01:02 PM."
6/4/2026 13:12:03,Unknown user,Signed routing signatory,XBQU,VMP-MM-01-000-300I (3),"Signatory #1 ""Fong"" was marked signed by Unknown user on 04 Jun 2026 01:12 PM. Signatory #1 ""Fong"" status changed from ""Active"" to ""Signed"". Fong signed routing document XBQU. Status was changed from ""Routing"" to ""Completed"" by Unknown user on 04 Jun 2026 01:12 PM."
6/4/2026 13:22:52,Unknown user,Signed routing signatory,KIud,EV,"Signatory #1 ""Ron"" was marked signed by Unknown user on 04 Jun 2026 01:22 PM. Signatory #1 ""Ron"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Fong"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-04 13:22:52"". The document was forwarded to ""Fong"" by Unknown user on 04 Jun 2026 01:22 PM."
6/4/2026 13:23:17,Unknown user,Updated document,KIud,EV,Document record was opened with no changes by Unknown user on 04 Jun 2026 01:23 PM.
6/4/2026 13:24:24,Unknown user,Signed routing signatory,69DN,VMP-MM-01-000-179P-5.1,"Signatory #1 ""Ron"" was marked signed by Unknown user on 04 Jun 2026 01:24 PM. Signatory #1 ""Ron"" status changed from ""Active"" to ""Signed"". Signatory #2 ""Fong"" status changed from ""Pending"" to ""Active"". Date/time forwarded changed from blank to ""2026-06-04 13:24:24"". The document was forwarded to ""Fong"" by Unknown user on 04 Jun 2026 01:24 PM."
6/4/2026 13:24:50,Unknown user,Updated document,69DN,VMP-MM-01-000-179P-5.1,Document record was opened with no changes by Unknown user on 04 Jun 2026 01:24 PM.
6/4/2026 13:48:51,carlolidres@gmail.com,Updated document,L7XO,VMP-MM-01-000-289P,"Status was changed from ""Sent"" to ""In EDMS"". Updated by carlolidres@gmail.com on 04 Jun 2026 01:48 PM."
6/5/2026 7:18:50,Unknown user,Updated document,BFXZ,VMP-CM-01-000-067E-1,"IL-Tag was set to ""n/a"". Sent/Routing To was changed from ""Kitel"" to ""Anissa"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 05 Jun 2026 07:18 AM."
6/5/2026 7:19:22,Unknown user,Updated document,M3VB,CMP-CM-01-000-067E,"IL-Tag was set to ""n/a"". Sent/Routing To was changed from ""Kitel"" to ""Anissa"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 05 Jun 2026 07:19 AM."
6/5/2026 7:22:31,carlolidres@gmail.com,Created document,gcRT,VMP-MM-01-000-195R-8,"Document tracker ""gcRT"" was created by carlolidres@gmail.com on 05 Jun 2026 07:22 AM."
6/5/2026 7:44:02,carlolidres@gmail.com,Created document,940W,VMP-MM-00-000-076P-4.1,"Document tracker ""940W"" was created by carlolidres@gmail.com on 05 Jun 2026 07:44 AM."
6/5/2026 7:57:03,carlolidres@gmail.com,Signed routing signatory,Mc6G,APR-2026-039,"Signatory #1 ""Fong"" was marked signed by carlolidres@gmail.com on 05 Jun 2026 07:57 AM. Signatory #1 ""Fong"" status changed from ""Active"" to ""Signed"". Fong signed routing document Mc6G. Status was changed from ""Routing"" to ""Completed"" by carlolidres@gmail.com on 05 Jun 2026 07:57 AM."
6/5/2026 7:57:40,carlolidres@gmail.com,Updated document,Mc6G,APR-2026-039,"Signatories Tracker was changed from updated to updated. Total routing duration was changed from ""1 day 18 hrs"" to blank. Routing completed at was changed from ""2026-06-05 07:57:02"" to blank. Updated by carlolidres@gmail.com on 05 Jun 2026 07:57 AM."
6/5/2026 7:58:52,carlolidres@gmail.com,Updated document,Mc6G,APR-2026-039,"Status was changed from ""Completed"" to ""Routing"". Sent/Routing To was set to ""Client"". Signatories Tracker was changed from updated to updated. Updated by carlolidres@gmail.com on 05 Jun 2026 07:58 AM."
6/5/2026 8:05:00,Unknown user,Updated document,U2KP,VMP-MM-01-000-288E-1,"Sent/Routing To was changed from ""Ernz"" to ""Carl"". Remarks was set to ""n/a"". Signatories Tracker was set to updated. Updated by Unknown user on 05 Jun 2026 08:04 AM."
6/5/2026 8:24:18,carlolidres@gmail.com,Updated document,Mc6G,APR-2026-039,"Status was changed from ""Routing"" to ""Returned to"". Sent/Routing To was changed from ""Client"" to ""Timi"". Signatories Tracker was changed from updated to updated. Total routing duration was set to ""1 day 18 hrs"". Routing completed at was set to ""2026-06-05 07:57:02"". Updated by carlolidres@gmail.com on 05 Jun 2026 08:24 AM."
6/5/2026 8:26:24,carlolidres@gmail.com,Updated document,T7CN,VMP-MM-01-000-193E-1,Signatories Tracker was set to updated. Updated by carlolidres@gmail.com on 05 Jun 2026 08:26 AM.
